Unnamed: 0,date,top_5_titles
1514,2024-01-02,Johnson & Johnson shareholders given green light for class action over talc cases - GlobalCosmeticsNews|(01/03/24) Top Picks 2024: Johnson & Johnson (JNJ) - Moneyshow.com|One backer of MDMA therapy sees 'exponential' growth upon FDA approval this year - MarketWatch
1515,2024-01-03,"AtriCure adds J&J veteran to its board - Mass Device|3 No-Brainer Stocks to Buy With $1,000 Right Now for the New Year - The Motley Fool"
1516,2024-01-04,"Johnson & Johnson Acquiring Mid Valley General Agency in Oregon - Insurance Journal|Illumina expands collaboration with Janssen to advance molecular residual disease cancer test - Illumina|Fierce Pharma Asia—Deal spree by AstraZeneca, J&J, Roche, Boehringer and more; Big Pharma’s China strategy - FiercePharma|J&J Limerck eye care unit revenues rise to €1.24bn - RTÉ News"
1517,2024-01-05,
1518,2024-01-06,
1519,2024-01-07,"Johnson & Johnson to Acquire Ambrx, Advancing Next Generation Antibody Drug Conjugates to Transform the Treatment of Cancer - Business Wire|Johnson & Johnson to Acquire Cancer-Treatment Developer Ambrx for $2 Billion - The Wall Street Journal|JPM24: Johnson & Johnson CEO says Tecvayli, Talvey and several other meds are set to trounce analyst estimates - FiercePharma|Johnson & Johnson Pays $2 Billion for Ambrx To Boost Its Cancer Drug Pipeline - Investopedia|J&J (JNJ) to Pay $700 Million to Settle States’ Talc Baby Power-Marketing Probe - Bloomberg"
1520,2024-01-08,"40 Under 40: Katie Buckley, Johnson & Johnson MedTech - MM+M Online|Novartis in advanced talks to buy Cytokinetics- source - Reuters|J&J to pay $700 mln to settle states' talc-marketing probe - Bloomberg News - Reuters|J&J beefs up ADC pipeline by acquiring Ambrx for $2B - Fierce Biotech"
1521,2024-01-09,JPM24: J&J’s Biosense Webster claims pulsed field ablation approval in Japan - Fierce Biotech|Sale of generic versions of cancer drug stops as Delhi HC prohibits patent infringement - The Times of India|St. Louis cancer drug startup's expansion plans include research pact with pharma giant - The Business Journals
1522,2024-01-10,"Ojas Eye Hospital to offer ELITA SILK, introducing cutting-edge vision correction in Mumbai - Hindustan Times|Novartis drops pursuit of Cytokinetics - source - Reuters.com|The biggest stories from the 2024 J.P. Morgan Healthcare Conference - Mass Device"
1523,2024-01-11,"JPMorgan's investor conference brings pharma firepower, but health services quiet - Axios|Amgen Emerges as Potential Cytokinetics Suitor as Novartis Pulls Away: Reports - BioSpace|2 Dow Stocks to Buy Hand Over Fist in 2024 and 1 to Avoid Like the Plague - The Motley Fool"
1524,2024-01-12,
1525,2024-01-13,VIDEO: J&J Vision company update showcases presbyopia-correcting IOL - Healio
1526,2024-01-14,CAR-T hype faces infrastructure reality check - FiercePharma
1527,2024-01-15,"This Week in Chancery Court: Johnson & Johnson, TransCanada - Bloomberg Law|LegoChem, riding ADC sugar rush, raises $411M from confectionery company - Fierce Biotech"
1528,2024-01-16,"J&J, AZ/Daiichi Sankyo cancer therapies lead Clarivate's annual rundown of notable new meds - FiercePharma|Johnson & Johnson manager wins discrimination case after being 'racially profiled' by boss who said she showed - Daily Mail|Menin inhibitors emerge as potential new treatment option for advanced acute leukemias - Healio"
1529,2024-01-17,"J&J Merger Undermined Surgical Robot Project, Auris Exec Says - Bloomberg Law|2024 Will Be a Good Year for the Pharma Industry: The Kiplinger Letter - Kiplinger's Personal Finance|Johnson's Baby Powder SWOT Analysis - MBA Skool"
1530,2024-01-18,"Johnson & Johnson names new Vision Care marketing lead for 4 regions - Marketing Interactive|Senators threaten to subpoena CEO testimony while J&J, Merck claim retaliation amid IRA legal fight - FiercePharma|Neutrogena class action alleges company falsely labels shampoo as containing no preservatives - Top Class Actions"
1531,2024-01-19,"Sanders threatens to subpoena J&J, Merck CEOs over drug prices - BioPharma Dive"
1532,2024-01-20,"Tesla, Netflix, AT&T, Lockheed Martin, Visa, and More Stocks to Watch This Week - Barron's|Nigerian Woman Wins Racial Profiling Case against US Pharmaceutical Firm - THISDAY Newspapers"
1533,2024-01-21,"Markets News, Jan. 22, 2024: Dow Passes 38,000; S&P 500 Adds to Record as Treasury Yields, Bitcoin Retreat - Investopedia|Johnson & Johnson’s bladder cancer drug Balversa granted full FDA approval - PMLiVE|J&J receives FDA’s full approval for BALVERSA - Pharmaceutical Technology|J&J's Balversa gets mixed approval in bladder cancer as FDA ratchets up scrutiny on subgroup data, patient survival - FiercePharma|3 bellwether companies to watch as medtech earnings season begins - MedTech Dive"
1534,2024-01-22,"Johnson & Johnson updates 2024 profit forecast after solid Q4 earnings - TheStreet|Johnson & Johnson reaches tentative deal to resolve talc baby powder litigation - CBS News|Johnson & Johnson MedTech reports 13% sales uptick in Q4, has positive ablation outlook - Mass Device|Johnson & Johnson posts Q4 earnings beat, $21.4B in revenue - Yahoo Finance"
1535,2024-01-23,Washington state reaches $149.5 million settlement with Johnson & Johnson over opioid crisis - PBS NewsHour|J&J profit edges past Street view after deals delay Stelara competition - Reuters.com|Genmab loses appeal in Darzalex royalties arbitration case against Johnson & Johnson - FiercePharma|2 Genius Safe Stocks to Buy for 2024 and Beyond - The Motley Fool|Johnson & Johnson still expects Carvykti to hit at least $5 bln peak sales -CFO - Reuters.com
1536,2024-01-24,"Johnson & Johnson Opioid Settlement - Washington State|Office of the Attorney General|Johnson & Johnson talc asbestos papers - U.S. Right to Know|Media reports: Johnson & Johnson reaches settlement to resolve talc baby powder investigations - PIRG|Washington state reaches a nearly $150 million settlement with Johnson & Johnson over opioid crisis - The Associated Press|Johnson & Johnson: Balance Growth Between MedTech And Medicine, Initiate With A 'Buy' - Seeking Alpha"
1537,2024-01-25,"Sanjay Murti Moves to Freshfields From Cravath - The Deal Pipeline|Growing IL-18 field looks to enhance cell therapies via decoy evasion - BioCentury|JNJ Stock: What to Consider Before Its Next Dividend Hike - Nasdaq|Merck, Johnson & Johnson CEOs agree to appear before Senate HELP - Roll Call|Brian Young Obituary (2024) - Sussex, NJ - Pinkel Funeral Home - Legacy.com"
1538,2024-01-26,Johnson & Johnson Faces a 1.03% Portfolio Impact in Eaton Vance Worldwide Health Sciences ... - Yahoo Finance|Better Growth Stock: UnitedHealth Group vs. Johnson & Johnson - The Motley Fool
1539,2024-01-27,"Big pharma is at a crossroads, as J&J, Merck and others prepare to lose heaps of revenue from blockbuster drugs - CNBC|Molecular determinants of ASIC1 modulation by divalent cations - Scientific Reports - Nature.com"
1540,2024-01-28,"What to watch for as Stryker, Boston Scientific and BD post earnings this week - MedTech Dive|J&J’s $100K gift helps Community FoodBank of NJ expand fleet - NJBIZ|Biggest Pharmaceutical Company in the World 2024, List of Top-10 - Adda247"
1541,2024-01-29,"Wall Street's Greatest Dividend Stock Just Made History Again, and 99% of Investors Probably Don't Realize It Exists - The Motley Fool|The 6 Best Comic Book Stores in Denver - 5280|The Denver Magazine|Cross-Border Impact Ventures announces over $90 million in commitments - Philanthropy News Digest"
1542,2024-01-30,"The pipeline and market for psoriasis drugs - Nature.com|Healthy Returns: J&J, Merck and Bristol Myers Squibb are in the hot seat - CNBC|FDA Hosts Public Psychedelics Discussion, Discloses Major Growth On Number Of New Psychiatric Drugs Filings Post-2000 - Benzinga|2024 Pharmaceutical Industry Mergers & Acquisitions Roundup - Contract Pharma"
1543,2024-01-31,Johnson & Johnson named a 2024 Fortune World’s Most Admired Company - Johnson & Johnson|US government sends initial offers for Medicare drug price cuts - Reuters.com|'Abusive Discovery Tactics'? Talc Plaintiffs Attack New J&J Subpoenas - Law.com
1544,2024-02-01,Bernie Sanders Has a Plan to Make Big Pharma’s Greedheads Squirm - The New Republic|10 surgical robotics companies you need to know - Mass Device|What is the pipeline for future medications for obesity? - International Journal of Obesity - Nature.com|Building health worker capacity to close the mental healthcare gap across Kenya - Johnson & Johnson
1545,2024-02-02,"Could we be on our way to eliminating cancer for good? - Johnson & Johnson|FDA sets date for high-profile CAR-T adcomm for Bristol's Abecma, J&J's Carvykti - FiercePharma"
1546,2024-02-03,nan
1547,2024-02-04,"The 7 Best Healthcare Stocks to Invest In for Big Gains in 2024 - InvestorPlace|J&J says top drug prospect works across autoimmune disorders - BioPharma Dive|J&J's immune disorder drug succeeds in mid and late-stage studies - Reuters.com|J&J's $6.5B autoimmune drug hits phase 3 goal, teeing up approval talks and keeping heat on argenx, UCB - Fierce Biotech|J&J Accused of Mismanaging Its Employees’ Drug Benefits - The Wall Street Journal"
1548,2024-02-05,"J&J's Biosense Webster puts forward pulsed field ablation data showing no afib after one year - Fierce Biotech|Pharmalittle: We’re reading about a lawsuit against J&J, Express Scripts dealings, and more - STAT|Johnson & Johnson employee sues over ‘massive overpayment’ for prescription meds - HR Dive"
1549,2024-02-06,Investigational targeted oral peptide JNJ-2113 demonstrated positive results in moderate-to-severe plaque psoriasis in Phase 2b study published in New England Journal of Medicine - PR Newswire|An Oral Interleukin-23–Receptor Antagonist Peptide for Plaque Psoriasis - nejm.org|J&J faces class action over employees' prescription drug costs - Reuters.com
1550,2024-02-07,"Johnson & Johnson (JNJ) DCF Valuation: Is The Stock Undervalued? - The Acquirer's Multiple|Kenvue’s stock slides 5.8% as J&J spinoff’s revenue and guidance fall short of expectations - MarketWatch|J&J, Merck and Bristol Myers CEOs defend high drug prices in Senate hearing, as Biden tries to cut costs - CNBC|Under Bernie Sanders’s Glare, Pharmaceutical Chiefs Defend Their Prices - The New York Times"
1551,2024-02-08,Biomedical scientist Robert Langer receives the 2023 Dr. Paul Janssen Award for Biomedical Research - Johnson & Johnson|Senators ask CEOs why their drugs cost so much more in the U.S. - NPR
1552,2024-02-09,Power Morcellator Lawsuit - Lawsuit Information Center Blog|Johnson & Johnson Case Signals Employee Drug Price Suits to Come - Bloomberg Law|Pharmaceutical Company CEOs Testify on Prescription Drug Prices - C-SPAN|Layoffs in medtech: These companies recently reduced their workforce - Mass Device
1553,2024-02-10,Don't Race Out To Buy Johnson & Johnson (NYSE:JNJ) Just Because It's Going Ex-Dividend - Yahoo Finance
1554,2024-02-11,The battle over prescription drug prices is heating up - Fast Company|HTuO Biosciences Joins Johnson & Johnson Innovation - JLABS - Business Wire|Is There An Opportunity With Johnson & Johnson's (NYSE:JNJ) 43% Undervaluation? - Simply Wall St|Senate Hearing Challenges Pharma CEOs on Drug Pricing - TechTarget
1555,2024-02-12,J&J expands Ethicon manufacturing operations in Manatí - The San Juan Daily Star|3 Dow Stocks You Can Confidently Buy Now and Hold Forever - The Motley Fool|Johnson & Johnson named a 2024 Fortune World’s Most Admired Company - Johnson & Johnson
1556,2024-02-13,"Senate Report Exposes Big Pharma's Profiteering at Americans’ Expense - TechTarget|Johnson & Johnson’s Pursuit of Asbestos Bankruptcy Continues - Mesothelioma.com|J&J Faces Talc Trial Over Anesthesiologist’s Ovarian Cancer Death, Watch Online via CVN - CVN News"
1557,2024-02-14,"UPDATED: Eicos Sciences' Aurlumyn scores first FDA approval to treat severe frostbite - FiercePharma|Manufacturing presence on the island expands - The Weekly Journal|Alvotech settles with J&J to launch Stelara biosimilar in Europe, Canada - Reuters.com"
1558,2024-02-15,"What is cardiac ablation? - Johnson & Johnson|Johnson & Johnson launches new intraocular lens in EMEA - Mass Device|J&J consumer health spinoff Kenvue telegraphs 100-plus layoffs in California, New Jersey - FiercePharma|Alvotech Reaches Settlement with J&J Over Stelara Biosimilar - BioSpace"
1559,2024-02-16,Steady Eddies: 3 Blue-Chip Stocks to Buy for the Long Haul - InvestorPlace
1560,2024-02-17,"If You Invested $10,000 in Johnson & Johnson Stock in 2004, This Is How Much You Would Have Today - The Motley Fool"
1561,2024-02-18,"MYGroup works with J&J on medical plastic recycling - Recycling Today|Gene Therapies In Ophthalmology Clinical Trial Pipeline - GlobeNewswire|Sisk enjoying a surge in growth, with projects across Europe - Irish Examiner"
1562,2024-02-19,Bi-weekly dose of Johnson & Johnson's blood cancer therapy gets US FDA approval - Reuters.com|Lilly Edges Out J&J to Top 20 BioPharma Market Cap List for 2023 - BioSpace
1563,2024-02-20,"Job Cuts At Kenvue - Beauty Packaging|Novo, Novartis, BMS and J&J win judge's blessing to combine arguments in upcoming IRA hearing - FiercePharma|Beasley Allen's Andy Birchfield Faces Evidentiary Hearing on Disqualification - Law.com"
1564,2024-02-21,"Johnson & Johnson Escapes Neutrogena Sunscreen Suit, for Now - Bloomberg Law|Sales of Johnson & Johnson 2006-2023 by region - Statista|Brand value of Johnson & Johnson's cosmetic brands worldwide from 2017 to 2019 - Statista|Revenue of Johnson & Johnson's pharmaceuticals segment worldwide from 2012 to 2024, by product category* - Statista|Do you know what heart failure is? (Hint: It’s probably not what you think) - Johnson & Johnson"
1565,2024-02-22,5 Best Buy-the-Dip Stocks To Buy Right Now - Insider Monkey|J&J secures EMA backing for earlier CAR-T use in multiple myeloma - BioPharma Dive|13 Best Dow Jones Dividend Stocks According to Analysts - Yahoo Finance
1566,2024-02-23,"7 Defensive Stocks for a Steady Return on Investment - U.S News & World Report Money|25 Easiest and Best Paying Jobs of 2024 - Yahoo Finance|Travere's Filspari, J&J's Carvykti win support from CHMP in blitz of positive recommendations - FiercePharma"
1567,2024-02-24,UPDATE: J&J to shut down massive Bay Area R&D facility less than 18 months after opening it - Fierce Biotech|J&J to shut Peninsula facility it opened less than 2 years ago but open another - The Business Journals
1568,2024-02-25,"Daily Digest: Cisco layoffs hit Bay Area offices; Fire shutters Target - San Francisco Business Times - The Business Journals|EU Panel Backs J&J, Legend’s Carvykti for Second-Line Multiple Myeloma - BioSpace|Obituary information for Richard M. Hyman, Jr. - Chapman Funerals & Cremations"
1569,2024-02-26,Positive Outlook For J&J’s Multiple Myeloma Portfolio Following Latest Regulatory Developments - Fitch Solutions|Nipocalimab: J&J's approach to IgG modulation in rare diseases - Drug Discovery & Development|Should You Pick Johnson & Johnson Stock At $160? - Forbes|Johnson & Johnson MedTech begins direct operations in Saudi Arabia - Arab News
1570,2024-02-27,"As historic MDMA decision nears, even J.P. Morgan eyes psychedelic investments - Fierce Biotech|Cyprus Mines and Ex-J&J Talc Supplier Imerys Create $862M Trust - Asbestos.com|What is an orphan drug? - Johnson & Johnson|3 health advocates; 1 program that empowers and connects patients - Johnson & Johnson"
1571,2024-02-28,"Johnson & Johnson drug benefits suit ‘absolutely’ a wake-up call for employers, exec says - HR Dive|J&J’s pulsed field ablation system secures European approval - MedTech Dive|With J&J settlement, Biocon Biologics gets a license to challenge Stelara in the US - FiercePharma"
1572,2024-02-29,"Biocon Biologics settles with Janssen Bmab 1200, a proposed Stelara biosimilar - The Pharma Letter|Pharmaceutical Giants Expand Research and Manufacturing Capabilities, Fueling 2024 Innovation and Growth - geneonline|J&J secures European afib approval for Varipulse pulsed field ablation system - Fierce Biotech|FDA approves J&J's combination therapy for a type of lung cancer - Reuters.com"
1573,2024-03-01,"Judge upholds Medicare drug price negotiation program, but more lawsuits are being considered in other courts - CNN|CM Revanth assures to hand over land to JNJMACHS, promises house sites to all journalists - Deccan Chronicle"
1574,2024-03-02,CM Revanth Reddy Promises Land Allocation to Eligible Journalists - ap7am
1575,2024-03-03,"With Takeda out of the picture, J&J’s Rybrevant moves into first line in lung cancer subtype - FiercePharma|Johnson & Johnson’s Rybrevant granted FDA approval for lung cancer indications - PMLiVE|J&J Wins Full FDA Approval for Rybrevant, Chemo Combo in NSCLC - BioSpace|Markets News, Mar. 4, 2024: Stocks Slump as Bitcoin Approaches $68K; Gold Closes at Record - Investopedia|As Medicare price negotiations roll on, drugmakers counter HHS' initial offers - FiercePharma"
1576,2024-03-04,Latest J&J talc trial ends with hung jury - Reuters.com|VIDEO: Early results ‘superb’ with new PureSee IOL - Healio|5 Best Pharma Dividend Stocks To Buy in 2024 - Insider Monkey
1577,2024-03-05,"Cardin, Kaine Statement on the Importance of Peru Respecting Judicial Independence - Senate Foreign Relations Committee|Lawsuit exposes hidden factors driving up prescription drug costs - Association of Health Care Journalists|Canon Korea to sell J&J MedTech's joint implant in Korea - KBR"
1578,2024-03-06,"Art Curation Raises Awareness About Prostate Cancer in Nigeria - THISDAY Newspapers|J&J’s growing rare disease focus brings a potential multi-use treatment to the table - PharmaVoice|J&J Completes $2 Billion Ambrx Acquisition, Boosts Pipeline for Next-Gen ADCs - Pharmaceutical Technology Magazine|After withdrawal, GSK touts another Blenrep combo win as analysts build blockbuster case for the myeloma ADC - FiercePharma|Cancer-causing chemical found in Clinique, Clearasil acne treatments - Free Malaysia Today"
1579,2024-03-07,"A Complete List of Johnson & Johnson Brands - Thomas Insights|Big Pharma's R&D ROI: Merck, Pfizer, J&J, AbbVie strategies - Drug Discovery & Development|Cancer-causing benzene found in acne products: Independent lab - NewsNation Now"
1580,2024-03-08,Inaugural AACR Oncology Industry Partnering Event Aims to Help Scientists Turn Research Into Treatments - American Association for Cancer Research (AACR)|Ex-gov’s wife seeks more awareness in tackling cancer - Punch Newspapers|Meet 3 leaders who are breaking new ground for women in healthcare - Johnson & Johnson|Johnson & Johnson acquires Ambrx Biopharma for $2bn - Pharmaceutical Technology
1581,2024-03-09,"New data shows JNJ-2113, the first and only investigational targeted oral peptide, maintained skin clearance in moderate-to-severe plaque psoriasis through one year - PR Newswire|Plaque psoriasis patients treated with JNJ-2113 maintain skin clearance up to 1 year - Healio|Anti-IL-17, Anti-IL-23 Rxs Show Sustained Psoriasis Control - Medscape"
1582,2024-03-10,J&J’s growing rare disease focus brings a potential multi-use treatment to the table - BioPharma Dive|Johnson & Johnson submits supplemental Biologics License Application to U.S. FDA seeking approval of TREMFYA® (guselkumab) for the treatment of adults with moderately to severely active ulcerative colitis - PR Newswire|Legend CEO offers preview of high-stakes FDA adcomm for J&J-partnered Carvykti - FiercePharma|J&J Gets Phase II Win for First Targeted Oral Peptide in Plaque Psoriasis - BioSpace
1583,2024-03-11,J&J and Protagonist’s JNJ-2113 shown to maintain skin clearance in plaque psoriasis - PMLiVE|Dr Imran Khan Addresses Teclistamab’s Groundbreaking Impact and Ongoing Promise - AJMC.com Managed Markets Network|3 Dividend Kings of Healthcare Stocks to Buy Hand Over Fist in March - The Motley Fool
1584,2024-03-12,"J&J reveal long-term data for novel oral peptide JNJ-2113 - European Pharmaceutical Review|Heard at SXSW: How Slack, Johnson & Johnson, and Greenhouse think about HR and AI - HR Brew|Johnson & Johnson Shuts Down California R&D Outpost, Implements Layoffs - The Healthcare Technology Report.|Pharmacy benefit design: Johnson & Johnson lawsuit ushers in new 'duty of prudence' standard - BenefitsPro"
1585,2024-03-13,Johnson & Johnson class action alleges benzoyl peroxide acne products contain benzene - Top Class Actions|J&J's John Reed takes home $20M-plus payday in his first year helming pharma R&D team - Fierce Biotech|Human Rights Watch condemns Congress’ decision to oust members of Peru’s National Board of Justice - Peru Reports
1586,2024-03-14,"Dr Laura Ferris Discusses Safety, Efficacy of JNJ-2113 in Patients With Plaque Psoriasis - AJMC.com Managed Markets Network|Viatris generic hypertension drug does not violate J&J patents, US court says - Reuters.com|Skillman Consumer Healthcare Company to Relocate HQ, Layoffs - The Montgomery News|UPDATED: Despite early death concerns, FDA advisers back J&J and Legend's Carvykti and BMS' Abecma for earlier myeloma - FiercePharma|J&J, Novo support Asgard’s push to make ‘in vivo’ cell therapies - BioPharma Dive"
1587,2024-03-15,"FDA panel backs broader use of J&J, Bristol Myers cell therapies for myeloma - BioPharma Dive|Johnson & Johnson Stock Is Great. Here's Why You Shouldn't Buy It. - Yahoo Finance|Johnson & Johnson Stock Is Great. Here's Why You Shouldn't Buy It. - sharewise|Asgard Gets $32M Series A Backing from J&J, Novo and Boehringer - BioSpace"
1588,2024-03-16,
1589,2024-03-17,"Johnson & Johnson MedTech Works With NVIDIA to Broaden AI’s Reach in Surgery - NVIDIA Blog | Cutting, meet edge: J&J MedTech taps Nvidia for surgery AI partnership - Fierce Biotech | Nvidia and Johnson & Johnson to develop new AI applications for surgery - CNBC | J&J Medtech, Nvidia partner to bring AI to the operating room - MedTech Dive | Johnson & Johnson MedTech partners with Nvidia on AI in surgery - Mass Device"
1590,2024-03-18,Will Johnson & Johnson Stock Rebound To Its Pre-Inflation Shock Highs Of $185? - Forbes|Johnson & Johnson consumer arm reviews global creative account - CampaignLive|JNJ-2113 Shows Promising Response Rates Compared With Competitor Oral Therapies for Psoriasis - AJMC.com Managed Markets Network
1591,2024-03-19,"Johnson & Johnson & NVIDIA aim to boost AI use in surgery - IT Brief Asia|Idorsia's Tryvio crosses FDA finish line, offering new mechanism to treat hypertension - FiercePharma|Johnson & Johnson, Pfizer, Eli Lilly and other big pharmas are backing this San Diego biotech with $175M - The San Diego Union-Tribune|News from NVIDIA GPU Technology Conference, GTC 2024: CEO Introduces Blackwell Artificial Intelligence (AI) Processor, Announces Alliances with GE Healthcare, J&J MedTech - Imaging Technology News"
1592,2024-03-20,J&J sues former employee for allegedly taking thousands of documents to a new job at Pfizer - STAT|Top 10: Companies for Diversity & Inclusion - Sustainability Magazine|Berrynarbor pub venture turns seafood dream into reality - North Devon Gazette
1593,2024-03-21,"Capstan Secures $175M Oversubscribed Series B with Backing from J&J, Bayer and BMS - BioSpace|J&J's Abiomed sees serious Impella recall linked to heart perforations, 49 deaths - Fierce Biotech|Gaining An Edge: 5 AI-Powered Strategies For Stock Market Success - Forbes|Acne cream class action lawsuit filed over Benzene in Clean and Clear, Neutrogena - CNBCTV18|NVIDIA, Johnson & Johnson Medtech partner to integrate AI into surgery - Mobihealth News"
1594,2024-03-22,Top 5 Consumer Staples Stocks for Stability - Securities.io|(PDF) A comprehensive analysis of Johnson and Johnson's quarterly earnings per share (1960-1980) using R Studio. - ResearchGate|New family-run restaurant opens in beautiful part of Devon - Devon Live|Johnson & Johnson Mission Statement|Vision|Core Values|Strategy (2024 Analysis) - Business Strategy Hub
1595,2024-03-23,Antitrust Lawsuits on Increasing Biosimilar Accessibility - The Center for Biosimilars
1596,2024-03-24,Nvidia's AI Revolution Is Transforming Healthcare with Johnson & Johnson and GE Healthcare Partnerships - Benzinga|J&J’s Biosense Webster submits Varipulse pulsed field ablation system for FDA approval - Mass Device|Abiomed Impella ‘Instruction for Use’ Recall Linked to 49 Deaths - MD+DI|Biosense Webster takes key step toward FDA approval for Varipulse PFA system - Cardiovascular Business
1597,2024-03-25,US pharma giant Johnson & Johnson to move into Maidenhead's Tempo building - Maidenhead Advertiser|Shockwave Medical is reportedly a J&J acquisition target - Mass Device|J&J files for FDA approval of Varipulse pulsed field ablation platform - MedTech Dive|Johnson & Johnson’s Opsynvi granted FDA approval in pulmonary arterial hypertension - PMLiVE
1598,2024-03-26,Exclusive|Johnson & Johnson Considers Deal for Shockwave Medical - The Wall Street Journal|Shockwave Medical shares rise on report of Johnson & Johnson acquisition talks - MarketWatch|Johnson & Johnson named to Fortune's 2024 America's Most Innovative Companies list - Johnson & Johnson
1599,2024-03-27,"Johnson & Johnson is suing a former Philly-area employee, saying he took trade secrets to Pfizer - The Philadelphia Inquirer|Report: Johnson & Johnson once again considering deal to acquire Shockwave Medical - Cardiovascular Business|FDA approves new drugs for pulmonary arterial hypertension from Johnson & Johnson, Merck - Cardiovascular Business|J&J can contest evidence linking its talc to cancer, US judge rules - Reuters.com|J&J in talks to buy Shockwave Medical: WSJ - MedTech Dive"
1600,2024-03-28,"Johnson & Johnson gets a new opportunity to contest science in talc litigation - FiercePharma|Johnson & Johnson signs lease at Tempo in Maidenhead - Property Week|J&J to Pay $75 Million to Settle $6 Billion Baby Powder Suit (2) - Bloomberg Law|J&J, Legend expand manufacturing deal with Novartis to include commercial production of Carvykti - FiercePharma|What Companies Does Johnson & Johnson Own? - The Motley Fool"
1601,2024-03-29,New warnings about heart pumps linked to 49 deaths - CNN|Promoting 'Comfortable Diversity' Can Impact Firms' Bottom Lines - Law.com|US regulator issues highest alert for heart pump linked to 49 deaths - BBC.com|FDA issues alert on heart pump associated with 49 deaths - The Washington Post
1602,2024-03-30,
1603,2024-03-31,"Local apparel company creates first NCAA Final Four T-shirts for the University of Alabama - Alabama's News Leader | HELIX hits another homer: J&J to take space at life science center - ROI-NJ.com | Teva, Viatris win new chance to challenge J&J schizophrenia drug patent - Reuters | Korea leverages JLABS global network to enhance growth of biotech and medtech startups - BSA bureau | Another J&J Talc Trial Opens in Florida: 'This Fundamentally Is a Case About Science' - Law.com"
1604,2024-04-01,Sarasota jury hears opening statements in wrongful death trial against Johnson & Johnson - Sarasota Herald-Tribune|Integra LifeSciences completes acquisition of J&J’s Acclarent - Mass Device|Johnson & Johnson Begins Another Florida Cosmetic Talc Trial - Watch Gavel-to-Gavel via CVN - CVN News
1605,2024-04-02,Evaluation of an enhanced monofocal intraocular lens - Ophthalmology Times Europe|J&J doubles down on health equity with 100-plus partnerships and renewed local health initiatives - FiercePharma
1606,2024-04-03,Forever Chemicals Detected in Popular Bandage Brands — Which Brands Are PFAS-Free? - Green Matters|FDA announces new recall of neurovascular catheters built by Johnson & Johnson subsidiary - Cardiovascular Business|VISTA checkpoint inhibition by pH-selective antibody SNS-101 with optimized safety and pharmacokinetic profiles enhances PD-1 response - Nature.com|Stock Bull Run Powers Ahead After Blockbuster Jobs: Markets Wrap - Bloomberg
1607,2024-04-04,Johnson & Johnson boosts heart device business with $12.5 billion Shockwave Medical deal - CNBC|Johnson & Johnson to Acquire Shockwave Medical - Business Wire|SWAV Stock Alert: Shockwave Medical Lands Big Buyer in Johnson & Johnson - InvestorPlace|Johnson & Johnson to buy Shockwave in $13.1B deal - Yahoo Money|Johnson & Johnson to Acquire Shockwave Medical for $13.1B - MD+DI
1608,2024-04-05,Johnson & Johnson to acquire Shockwave Medical - Vascular News|Johnson & Johnson to buy Shockwave Medical in $13.1 billion deal to further combat heart disease - USA TODAY|Johnson & Johnson to acquire Shockwave Medical for $13.1B - Cardiovascular Business|Johnson & Johnson adds Shockwave Medical to its cardiovascular collection with $13.1B deal - Fierce Biotech
1609,2024-04-06,Johnson & Johnson to acquire Shockwave Medical - Today's Medical Developments|FDA Approves Cilta-Cel for Earlier Treatment of RRMM - AJMC.com Managed Markets Network|Ticker: Apple slashes jobs in Silicon Valley; J&J makes $13B deal for Shockwave - Boston Herald|‘I’m WARNING y’all now’: ‘Forever chemicals’ in Johnson & Johnson Band-Aids found to cause cancer through open wounds - The Daily Dot
1610,2024-04-07,"ACC: Study shows J&J's Abiomed pump reduces deaths after widowmaker heart attacks - Fierce Biotech|Johnson & Johnson to expand cardiovascular capabilities with $13.1bn Shockwave acquisition - PMLiVE|Abiomed reports positive Impella CP results in treating cardiogenic shock - Mass Device|Kenvue Revamps Cyber Tools After Spinoff From J&J - The Wall Street Journal|With wider approval, J&J and Legend's Carvykti quickly leaps ahead of BMS' rival myeloma CAR-T - FiercePharma"
1611,2024-04-08,Johnson & Johnson Acquires Cardiovascular Medical Device Company Shockwave Medical - HospiMedica|J&J to buy Shockwave for $13B in medical device play - Crain's New York Business
1612,2024-04-09,VIDEO: Johnson & Johnson Vision prepares for Tecnis Odyssey prelaunch in US - Healio|Healthy Returns: J&J cell therapy gains new edge over Bristol Myers rival - CNBC|Does Johnson & Johnson's Latest Acquisition Make It a No-Brainer Buy? - The Motley Fool|Advancing health for communities of color from the ground up - Johnson & Johnson|Nigeria recalls J&J children's cough syrup over toxic substance - Reuters.com
1613,2024-04-10,Wall Street Favorites: 3 Biotech Stocks With Strong Buy Ratings for April 2024 - InvestorPlace|Johnson & Johnson Lawsuit Alleges Band-Aids Contain Toxic Forever Chemicals - ClassAction.org|What’s Next For Johnson & Johnson Stock After A 6% Decline In A Month? - Forbes|NAFDAC Recalls Johnson & Johnson’s Benylin Paediatrics Cough Syrup - Business Post Nigeria
1614,2024-04-11,"Why Is Rallybio (RLYB) Stock Up 93% Today? - InvestorPlace|Johnson & Johnson Faces Class Action After PFAS, Bandages Report - Bloomberg Law|Kenya becomes the second African country after Nigeria to recall J&J children's cough syrup over safety concerns - Business Insider Africa|Kenya recalls J&J children's cough syrup over suspected toxicity - Reuters.com"
