,date,top_5_titles
1574,2024-03-02,CM Revanth Reddy Promises Land Allocation to Eligible Journalists - ap7am
1575,2024-03-03,"With Takeda out of the picture, J&J’s Rybrevant moves into first line in lung cancer subtype - FiercePharma | Johnson & Johnson’s Rybrevant granted FDA approval for lung cancer indications - PMLiVE | J&J Wins Full FDA Approval for Rybrevant, Chemo Combo in NSCLC - BioSpace | Markets News, Mar. 4, 2024: Stocks Slump as Bitcoin Approaches $68K; Gold Closes at Record - Investopedia | As Medicare price negotiations roll on, drugmakers counter HHS' initial offers - FiercePharma"
1576,2024-03-04,"Latest J&J talc trial ends with hung jury - Reuters.com | J&J Wins Full FDA Approval for Rybrevant, Chemo Combo in NSCLC - BioSpace | Markets News, Mar. 4, 2024: Stocks Slump as Bitcoin Approaches $68K; Gold Closes at Record - Investopedia | VIDEO: Early results ‘superb’ with new PureSee IOL - Healio | 5 Best Pharma Dividend Stocks To Buy in 2024 - Insider Monkey"
1577,2024-03-05,"Cardin, Kaine Statement on the Importance of Peru Respecting Judicial Independence - Senate Foreign Relations Committee | Lawsuit exposes hidden factors driving up prescription drug costs - Association of Health Care Journalists | Canon Korea to sell J&J MedTech's joint implant in Korea - KBR | VIDEO: Early results ‘superb’ with new PureSee IOL - Healio | Latest J&J talc trial ends with hung jury - Reuters.com"
1578,2024-03-06,"Art Curation Raises Awareness About Prostate Cancer in Nigeria - THISDAY Newspapers | J&J’s growing rare disease focus brings a potential multi-use treatment to the table - PharmaVoice | J&J Completes $2 Billion Ambrx Acquisition, Boosts Pipeline for Next-Gen ADCs - Pharmaceutical Technology Magazine | After withdrawal, GSK touts another Blenrep combo win as analysts build blockbuster case for the myeloma ADC - FiercePharma | Cancer-causing chemical found in Clinique, Clearasil acne treatments - Free Malaysia Today"
1579,2024-03-07,"A Complete List of Johnson & Johnson Brands - Thomas Insights | Big Pharma's R&D ROI: Merck, Pfizer, J&J, AbbVie strategies - Drug Discovery & Development | J&J Completes $2 Billion Ambrx Acquisition, Boosts Pipeline for Next-Gen ADCs - Pharmaceutical Technology Magazine | J&J’s growing rare disease focus brings a potential multi-use treatment to the table - PharmaVoice | Cancer-causing benzene found in acne products: Independent lab - NewsNation Now"
1580,2024-03-08,A Complete List of Johnson & Johnson Brands - Thomas Insights | Inaugural AACR Oncology Industry Partnering Event Aims to Help Scientists Turn Research Into Treatments - American Association for Cancer Research (AACR) | Ex-gov’s wife seeks more awareness in tackling cancer - Punch Newspapers | Meet 3 leaders who are breaking new ground for women in healthcare - Johnson & Johnson | Johnson & Johnson acquires Ambrx Biopharma for $2bn - Pharmaceutical Technology
1581,2024-03-09,"New data shows JNJ-2113, the first and only investigational targeted oral peptide, maintained skin clearance in moderate-to-severe plaque psoriasis through one year - PR Newswire | Plaque psoriasis patients treated with JNJ-2113 maintain skin clearance up to 1 year - Healio | Anti-IL-17, Anti-IL-23 Rxs Show Sustained Psoriasis Control - Medscape"
1582,2024-03-10,J&J’s growing rare disease focus brings a potential multi-use treatment to the table - BioPharma Dive | Johnson & Johnson submits supplemental Biologics License Application to U.S. FDA seeking approval of TREMFYA® (guselkumab) for the treatment of adults with moderately to severely active ulcerative colitis - PR Newswire | Legend CEO offers preview of high-stakes FDA adcomm for J&J-partnered Carvykti - FiercePharma | J&J Gets Phase II Win for First Targeted Oral Peptide in Plaque Psoriasis - BioSpace | Plaque psoriasis patients treated with JNJ-2113 maintain skin clearance up to 1 year - Healio
1583,2024-03-11,Johnson & Johnson submits supplemental Biologics License Application to U.S. FDA seeking approval of TREMFYA® (guselkumab) for the treatment of adults with moderately to severely active ulcerative colitis - PR Newswire | J&J and Protagonist’s JNJ-2113 shown to maintain skin clearance in plaque psoriasis - PMLiVE | Dr Imran Khan Addresses Teclistamab’s Groundbreaking Impact and Ongoing Promise - AJMC.com Managed Markets Network | 3 Dividend Kings of Healthcare Stocks to Buy Hand Over Fist in March - The Motley Fool | J&J’s growing rare disease focus brings a potential multi-use treatment to the table - BioPharma Dive
1584,2024-03-12,"J&J reveal long-term data for novel oral peptide JNJ-2113 - European Pharmaceutical Review | Heard at SXSW: How Slack, Johnson & Johnson, and Greenhouse think about HR and AI - HR Brew | Johnson & Johnson Shuts Down California R&D Outpost, Implements Layoffs - The Healthcare Technology Report. | Dr Imran Khan Addresses Teclistamab’s Groundbreaking Impact and Ongoing Promise - AJMC.com Managed Markets Network | Pharmacy benefit design: Johnson & Johnson lawsuit ushers in new 'duty of prudence' standard - BenefitsPro"
1585,2024-03-13,"J&J reveal long-term data for novel oral peptide JNJ-2113 - European Pharmaceutical Review | Johnson & Johnson Shuts Down California R&D Outpost, Implements Layoffs - The Healthcare Technology Report. | Johnson & Johnson class action alleges benzoyl peroxide acne products contain benzene - Top Class Actions | J&J's John Reed takes home $20M-plus payday in his first year helming pharma R&D team - Fierce Biotech | Human Rights Watch condemns Congress’ decision to oust members of Peru’s National Board of Justice - Peru Reports"
1586,2024-03-14,"Dr Laura Ferris Discusses Safety, Efficacy of JNJ-2113 in Patients With Plaque Psoriasis - AJMC.com Managed Markets Network | Viatris generic hypertension drug does not violate J&J patents, US court says - Reuters.com | Skillman Consumer Healthcare Company to Relocate HQ, Layoffs - The Montgomery News | UPDATED: Despite early death concerns, FDA advisers back J&J and Legend's Carvykti and BMS' Abecma for earlier myeloma - FiercePharma | J&J, Novo support Asgard’s push to make ‘in vivo’ cell therapies - BioPharma Dive"
1587,2024-03-15,"FDA panel backs broader use of J&J, Bristol Myers cell therapies for myeloma - BioPharma Dive | UPDATED: Despite early death concerns, FDA advisers back J&J and Legend's Carvykti and BMS' Abecma for earlier myeloma - FiercePharma | Johnson & Johnson Stock Is Great. Here's Why You Shouldn't Buy It. - Yahoo Finance | Johnson & Johnson Stock Is Great. Here's Why You Shouldn't Buy It. - sharewise | Asgard Gets $32M Series A Backing from J&J, Novo and Boehringer - BioSpace"
1588,2024-03-16,Johnson & Johnson Stock Is Great. Here's Why You Shouldn't Buy It. - sharewise
1589,2024-03-17,"Johnson & Johnson MedTech Works With NVIDIA to Broaden AI’s Reach in Surgery - NVIDIA Blog | Cutting, meet edge: J&J MedTech taps Nvidia for surgery AI partnership - Fierce Biotech | Nvidia and Johnson & Johnson to develop new AI applications for surgery - CNBC | J&J Medtech, Nvidia partner to bring AI to the operating room - MedTech Dive | Johnson & Johnson MedTech partners with Nvidia on AI in surgery - Mass Device"
1590,2024-03-18,"Johnson & Johnson MedTech partners with Nvidia on AI in surgery - Mass Device | Will Johnson & Johnson Stock Rebound To Its Pre-Inflation Shock Highs Of $185? - Forbes | Johnson & Johnson consumer arm reviews global creative account - CampaignLive | JNJ-2113 Shows Promising Response Rates Compared With Competitor Oral Therapies for Psoriasis - AJMC.com Managed Markets Network | Cutting, meet edge: J&J MedTech taps Nvidia for surgery AI partnership - Fierce Biotech"
1591,2024-03-19,"Johnson & Johnson & NVIDIA aim to boost AI use in surgery - IT Brief Asia | JNJ-2113 Shows Promising Response Rates Compared With Competitor Oral Therapies for Psoriasis - AJMC.com Managed Markets Network | Idorsia's Tryvio crosses FDA finish line, offering new mechanism to treat hypertension - FiercePharma | Johnson & Johnson, Pfizer, Eli Lilly and other big pharmas are backing this San Diego biotech with $175M - The San Diego Union-Tribune | News from NVIDIA GPU Technology Conference, GTC 2024: CEO Introduces Blackwell Artificial Intelligence (AI) Processor, Announces Alliances with GE Healthcare, J&J MedTech - Imaging Technology News"
1592,2024-03-20,"Johnson & Johnson & NVIDIA aim to boost AI use in surgery - IT Brief Asia | J&J sues former employee for allegedly taking thousands of documents to a new job at Pfizer - STAT | Top 10: Companies for Diversity & Inclusion - Sustainability Magazine | Idorsia's Tryvio crosses FDA finish line, offering new mechanism to treat hypertension - FiercePharma | Berrynarbor pub venture turns seafood dream into reality - North Devon Gazette"
1593,2024-03-21,"Capstan Secures $175M Oversubscribed Series B with Backing from J&J, Bayer and BMS - BioSpace | J&J's Abiomed sees serious Impella recall linked to heart perforations, 49 deaths - Fierce Biotech | Gaining An Edge: 5 AI-Powered Strategies For Stock Market Success - Forbes | Acne cream class action lawsuit filed over Benzene in Clean and Clear, Neutrogena - CNBCTV18 | NVIDIA, Johnson & Johnson Medtech partner to integrate AI into surgery - Mobihealth News"
1594,2024-03-22,Top 5 Consumer Staples Stocks for Stability - Securities.io | Gaining An Edge: 5 AI-Powered Strategies For Stock Market Success - Forbes | (PDF) A comprehensive analysis of Johnson and Johnson's quarterly earnings per share (1960-1980) using R Studio. - ResearchGate | New family-run restaurant opens in beautiful part of Devon - Devon Live | Johnson & Johnson Mission Statement | Vision | Core Values | Strategy (2024 Analysis) - Business Strategy Hub
1595,2024-03-23,Antitrust Lawsuits on Increasing Biosimilar Accessibility - The Center for Biosimilars | (PDF) A comprehensive analysis of Johnson and Johnson's quarterly earnings per share (1960-1980) using R Studio. - ResearchGate | New family-run restaurant opens in beautiful part of Devon - Devon Live | Johnson & Johnson Mission Statement | Vision | Core Values | Strategy (2024 Analysis) - Business Strategy Hub
1596,2024-03-24,Nvidia's AI Revolution Is Transforming Healthcare with Johnson & Johnson and GE Healthcare Partnerships - Benzinga | J&J’s Biosense Webster submits Varipulse pulsed field ablation system for FDA approval - Mass Device | Antitrust Lawsuits on Increasing Biosimilar Accessibility - The Center for Biosimilars | Abiomed Impella ‘Instruction for Use’ Recall Linked to 49 Deaths - MD+DI | Biosense Webster takes key step toward FDA approval for Varipulse PFA system - Cardiovascular Business
1597,2024-03-25,US pharma giant Johnson & Johnson to move into Maidenhead's Tempo building - Maidenhead Advertiser | Nvidia's AI Revolution Is Transforming Healthcare with Johnson & Johnson and GE Healthcare Partnerships - Benzinga | Shockwave Medical is reportedly a J&J acquisition target - Mass Device | J&J files for FDA approval of Varipulse pulsed field ablation platform - MedTech Dive | Johnson & Johnson’s Opsynvi granted FDA approval in pulmonary arterial hypertension - PMLiVE
1598,2024-03-26,Exclusive | Johnson & Johnson Considers Deal for Shockwave Medical - The Wall Street Journal | Shockwave Medical shares rise on report of Johnson & Johnson acquisition talks - MarketWatch | Johnson & Johnson’s Opsynvi granted FDA approval in pulmonary arterial hypertension - PMLiVE | US pharma giant Johnson & Johnson to move into Maidenhead's Tempo building - Maidenhead Advertiser | Johnson & Johnson named to Fortune's 2024 America's Most Innovative Companies list - Johnson & Johnson
1599,2024-03-27,"Johnson & Johnson is suing a former Philly-area employee, saying he took trade secrets to Pfizer - The Philadelphia Inquirer | Report: Johnson & Johnson once again considering deal to acquire Shockwave Medical - Cardiovascular Business | FDA approves new drugs for pulmonary arterial hypertension from Johnson & Johnson, Merck - Cardiovascular Business | J&J can contest evidence linking its talc to cancer, US judge rules - Reuters.com | J&J in talks to buy Shockwave Medical: WSJ - MedTech Dive"
1600,2024-03-28,"Johnson & Johnson gets a new opportunity to contest science in talc litigation - FiercePharma | Johnson & Johnson signs lease at Tempo in Maidenhead - Property Week | J&J to Pay $75 Million to Settle $6 Billion Baby Powder Suit (2) - Bloomberg Law | J&J, Legend expand manufacturing deal with Novartis to include commercial production of Carvykti - FiercePharma | What Companies Does Johnson & Johnson Own? - The Motley Fool"
1601,2024-03-29,"New warnings about heart pumps linked to 49 deaths - CNN | Promoting 'Comfortable Diversity' Can Impact Firms' Bottom Lines - Law.com | J&J, Legend expand manufacturing deal with Novartis to include commercial production of Carvykti - FiercePharma | US regulator issues highest alert for heart pump linked to 49 deaths - BBC.com | FDA issues alert on heart pump associated with 49 deaths - The Washington Post"
1602,2024-03-30,US regulator issues highest alert for heart pump linked to 49 deaths - BBC.com
1603,2024-03-31,"Local apparel company creates first NCAA Final Four T-shirts for the University of Alabama - Alabama's News Leader | HELIX hits another homer: J&J to take space at life science center - ROI-NJ.com | Teva, Viatris win new chance to challenge J&J schizophrenia drug patent - Reuters | Korea leverages JLABS global network to enhance growth of biotech and medtech startups - BSA bureau | Another J&J Talc Trial Opens in Florida: 'This Fundamentally Is a Case About Science' - Law.com"
1604,2024-04-01,"Teva, Viatris win new chance to challenge J&J schizophrenia drug patent - Reuters | Sarasota jury hears opening statements in wrongful death trial against Johnson & Johnson - Sarasota Herald-Tribune | Integra LifeSciences completes acquisition of J&J’s Acclarent - Mass Device | Johnson & Johnson Begins Another Florida Cosmetic Talc Trial - Watch Gavel-to-Gavel via CVN - CVN News | Local apparel company creates first NCAA Final Four T-shirts for the University of Alabama - Alabama's News Leader"
1605,2024-04-02,Integra LifeSciences completes acquisition of J&J’s Acclarent - Mass Device | Evaluation of an enhanced monofocal intraocular lens - Ophthalmology Times Europe | J&J doubles down on health equity with 100-plus partnerships and renewed local health initiatives - FiercePharma | Johnson & Johnson Begins Another Florida Cosmetic Talc Trial - Watch Gavel-to-Gavel via CVN - CVN News | Sarasota jury hears opening statements in wrongful death trial against Johnson & Johnson - Sarasota Herald-Tribune
1606,2024-04-03,Forever Chemicals Detected in Popular Bandage Brands — Which Brands Are PFAS-Free? - Green Matters | FDA announces new recall of neurovascular catheters built by Johnson & Johnson subsidiary - Cardiovascular Business | Evaluation of an enhanced monofocal intraocular lens - Ophthalmology Times Europe | VISTA checkpoint inhibition by pH-selective antibody SNS-101 with optimized safety and pharmacokinetic profiles enhances PD-1 response - Nature.com | Stock Bull Run Powers Ahead After Blockbuster Jobs: Markets Wrap - Bloomberg
1607,2024-04-04,Johnson & Johnson boosts heart device business with $12.5 billion Shockwave Medical deal - CNBC | Johnson & Johnson to Acquire Shockwave Medical - Business Wire | SWAV Stock Alert: Shockwave Medical Lands Big Buyer in Johnson & Johnson - InvestorPlace | Johnson & Johnson to buy Shockwave in $13.1B deal - Yahoo Money | Johnson & Johnson to Acquire Shockwave Medical for $13.1B - MD+DI
1608,2024-04-05,Johnson & Johnson to buy Shockwave in $13.1B deal - Yahoo Money | Johnson & Johnson to acquire Shockwave Medical - Vascular News | Johnson & Johnson to buy Shockwave Medical in $13.1 billion deal to further combat heart disease - USA TODAY | Johnson & Johnson to acquire Shockwave Medical for $13.1B - Cardiovascular Business | Johnson & Johnson adds Shockwave Medical to its cardiovascular collection with $13.1B deal - Fierce Biotech
1609,2024-04-06,Johnson & Johnson to acquire Shockwave Medical - Today's Medical Developments | FDA Approves Cilta-Cel for Earlier Treatment of RRMM - AJMC.com Managed Markets Network | Ticker: Apple slashes jobs in Silicon Valley; J&J makes $13B deal for Shockwave - Boston Herald | ‘I’m WARNING y’all now’: ‘Forever chemicals’ in Johnson & Johnson Band-Aids found to cause cancer through open wounds - The Daily Dot
1610,2024-04-07,"ACC: Study shows J&J's Abiomed pump reduces deaths after widowmaker heart attacks - Fierce Biotech | Johnson & Johnson to expand cardiovascular capabilities with $13.1bn Shockwave acquisition - PMLiVE | Abiomed reports positive Impella CP results in treating cardiogenic shock - Mass Device | Kenvue Revamps Cyber Tools After Spinoff From J&J - The Wall Street Journal | With wider approval, J&J and Legend's Carvykti quickly leaps ahead of BMS' rival myeloma CAR-T - FiercePharma"
1611,2024-04-08,ACC: Study shows J&J's Abiomed pump reduces deaths after widowmaker heart attacks - Fierce Biotech | Johnson & Johnson Acquires Cardiovascular Medical Device Company Shockwave Medical - HospiMedica | Abiomed reports positive Impella CP results in treating cardiogenic shock - Mass Device | J&J to buy Shockwave for $13B in medical device play - Crain's New York Business | Kenvue Revamps Cyber Tools After Spinoff From J&J - The Wall Street Journal
1612,2024-04-09,VIDEO: Johnson & Johnson Vision prepares for Tecnis Odyssey prelaunch in US - Healio | Healthy Returns: J&J cell therapy gains new edge over Bristol Myers rival - CNBC | Does Johnson & Johnson's Latest Acquisition Make It a No-Brainer Buy? - The Motley Fool | Advancing health for communities of color from the ground up - Johnson & Johnson | Nigeria recalls J&J children's cough syrup over toxic substance - Reuters.com
1613,2024-04-10,Wall Street Favorites: 3 Biotech Stocks With Strong Buy Ratings for April 2024 - InvestorPlace | VIDEO: Johnson & Johnson Vision prepares for Tecnis Odyssey prelaunch in US - Healio | Johnson & Johnson Lawsuit Alleges Band-Aids Contain Toxic Forever Chemicals - ClassAction.org | What’s Next For Johnson & Johnson Stock After A 6% Decline In A Month? - Forbes | NAFDAC Recalls Johnson & Johnson’s Benylin Paediatrics Cough Syrup - Business Post Nigeria
1614,2024-04-11,"Why Is Rallybio (RLYB) Stock Up 93% Today? - InvestorPlace | Johnson & Johnson Faces Class Action After PFAS, Bandages Report - Bloomberg Law | Johnson & Johnson Lawsuit Alleges Band-Aids Contain Toxic Forever Chemicals - ClassAction.org | Kenya becomes the second African country after Nigeria to recall J&J children's cough syrup over safety concerns - Business Insider Africa | Kenya recalls J&J children's cough syrup over suspected toxicity - Reuters.com"
1615,2024-04-12,Benzinga's 'Stock Whisper' Index: 5 Stocks Investors Secretly Monitor But Don't Talk About Yet - Benzinga | South Africa recalls J&J's cough syrup sold in six African nations after suspected toxicity - Reuters.com | Gov. DeWine visits COVID-19 vaccine clinic at Heritage Hall - The New Political | News | Neutrogena To Shut Los Angeles Headquarters as Operations Move to New Jersey - CoStar Group | Kenya recalls Johnson & Johnson children's cough syrup over suspected toxicity - The Citizen
1616,2024-04-13,"Gov. DeWine visits COVID-19 vaccine clinic at Heritage Hall - The New Political | South Africa recalls J&J's cough syrup sold in six African nations after suspected toxicity - Reuters.com | The 3 Best Stocks to Buy to Survive the Coming S&P 500 Crash - InvestorPlace | How long will the S&P 500 slide last? - TheStreet | Earnings week ahead: BAC, JNJ, TSM, UNH, ABT, SLB, UAL, PG, NFLX and more - Seeking Alpha"
1617,2024-04-14,"The top 20 pharma companies by 2023 revenue - FiercePharma | Wall Street Breakfast Podcast: Samsung Overtakes Apple As Top Smartphone Maker - Seeking Alpha | Earnings week ahead: BAC, JNJ, TSM, UNH, ABT, SLB, UAL, PG, NFLX and more - Seeking Alpha | The 3 Best Stocks to Buy to Survive the Coming S&P 500 Crash - InvestorPlace | JNJ: JNJ Earnings Forecast - Is Pharmaceutical Industry Set for Shake-up? - StockNews.com"
1618,2024-04-15,"Here’s What To Expect From Johnson & Johnson’s Q1 - Forbes | Kenvue, Johnson & Johnson engage NAFDAC on recall of children’s cough syrup in Nigeria - Nairametrics | Johnson & Johnson's profit beats as sales fall slightly short of estimates - MarketWatch | Stocks on the move: UnitedHealth and Johnson & Johnson - CNBC | Johnson & Johnson Earnings: Solid Growth to Start the Year, but We Expect That to Slow by Midyear - Morningstar"
1619,2024-04-16,"Kenvue, Johnson & Johnson engage NAFDAC on recall of children’s cough syrup in Nigeria - Nairametrics | J&J's medical device sales fall short, cancer drugs seen growing - Reuters.com | Johnson & Johnson Stock Falls After Earnings Beat. Talc Issues Loom. - Barron's | ‘We think in decades’: J&J’s $30B spending spree may not be over - MedTech Dive | Johnson & Johnson cough syrup recall: Wetin we know - BBC.com"
1620,2024-04-17,Johnson & Johnson Reports First Quarter 2024 Financial Results - Vision Monday | Challenges in combating arboviral infections - Nature.com | J&J wins trial over Florida woman who claimed its baby powder caused her cancer - Reuters.com | How Johnson & Johnson is investing in innovation for patients and the NHS - The Telegraph | Nurse Leaders Named Fellows in Nursing Innovation - ChristianaCare News
1621,2024-04-18,"Pharmalittle: We're reading about plans for generic Wegovy, cough syrup warnings, and more - STAT | J&J, Other Q1 Financials Beg the Question: What Does It Mean to Miss Expectations? - BioSpace | Sports Medicine Market Global Forecast 2024-2030, Featuring Key Players Zimmer Biomet, Medtronic, Smith & Nephew, Stryker, Novartis, Johnson & Johnson, Conmed and Surgalign Holdings. - OrthoSpineNews | Chutes & Ladders—Recursion makes big executive splash, nabs J&J's chief data science officer - Fierce Biotech | Building climate-resilient health clinics - Johnson & Johnson"
1622,2024-04-19,"Analyst updates Johnson & Johnson stock price target after earnings - TheStreet | J&J wins trial over Florida woman who claimed its baby powder caused her cancer - ETHealthWorld | J&J’s AI head jumps to Recursion; Doug Williams resigns as Sana’s R&D chief - Endpoints News | AbbVie tops, J&J drops as physicians rank immunology players - FiercePharma | WHO likely to issue wider alert on contaminated J&J cough syrup - Reuters.com"
1623,2024-04-20,"J&J, Kenvue Told to Pay $45 Million to Baby Powder User’s Family - Bloomberg | Medical device companies pay millions to NHS while pushing products, says study - The Guardian"
1624,2024-04-21,"Johnson & Johnson Innovative Medicine Nigeria - Punch Newspapers | J&J Fired Worker For Old Case Against New Boss, Suit Claims - Law360 | Florida Jury Clears Johnson & Johnson In Latest Cosmetic Talc Trial - Watch Gavel-to-Gavel via CVN - CVN News | Efficacy and safety of aticaprant, a kappa receptor antagonist, adjunctive to oral SSRI/SNRI antidepressant in major depressive disorder: results of a phase 2 randomized, double-blind, placebo-controlled study - Nature.com | Johnson & Johnson To Pay Millions To Woman Who Blamed Baby Powder For Cancer - NDTV"
1625,2024-04-22,"Johnson & Johnson Innovative Medicine Nigeria - Punch Newspapers | J&J Fired Worker For Old Case Against New Boss, Suit Claims - Law360 | What is a gene mutation? - Johnson & Johnson | Johnson & Johnson (JNJ) Is a Trending Stock: Facts to Know Before Betting on It - Yahoo Finance | Efficacy and safety of aticaprant, a kappa receptor antagonist, adjunctive to oral SSRI/SNRI antidepressant in major depressive disorder: results of a phase 2 randomized, double-blind, placebo-controlled study - Nature.com"
1626,2024-04-23,"Inside J&J’s strategy to de-gender clinical trials - PharmaVoice | Resolving Workforce Skills Gaps with AI-Powered Insights | MIT Center for Information Systems Research - BRIAN HEGER | What is a gene mutation? - Johnson & Johnson | 12 Conestoga High Students Win National Merit Scholarships - Patch | Maker of Tylenol, Band-Aids and Listerine holds groundbreaking for North Jersey global HQ - NorthJersey.com"
1627,2024-04-24,"Orphan drug market to reach $270B by 2028, led by J&J, Vertex and Roche: Evaluate - FiercePharma | Cidara regains rights to flu med after Janssen makes good on promise to divest - Fierce Biotech | Cidara buys back rights to flu therapy from J&J for $85m - Pharmaceutical Technology | 3 Long-Term Stocks to Buy on the Dip: April 2024 - InvestorPlace | The Top 3 Small-Cap Stocks to Buy in April 2024 - InvestorPlace"
1628,2024-04-25,"Gilead latest as all PD-1 agonist boats lifted by rising tide - BioWorld Online | Kenvue hires Russell Dyer as chief corporate affairs officer - PR Week | J&J Spin-Off CISO on Maximizing Cybersecurity - Dark Reading | Judge Orders J&J To Pay $45 Million in Talc Ruling - Happi | Rheumatoid Arthritis Pipeline Assessment 2024: Clinical Trials, FDA, EMA, and PMDA Approvals, Therapies, Treatment Market, Growth Prospects, and Companies by DelveInsight - Barchart"
1629,2024-04-26,Gilead latest as all PD-1 agonist boats lifted by rising tide - BioWorld Online | Judge Orders J&J To Pay $45 Million in Talc Ruling - Happi | 7 Stocks to Buy if Inflation Continues to Reign in 2024 - InvestorPlace
1630,2024-04-27,Better Dividend Stock: AbbVie or Johnson & Johnson? - The Motley Fool | Supplier Collaboration Key to Johnson & Johnson Climate Push - Supply Chain Digital | 7 Stocks to Buy if Inflation Continues to Reign in 2024 - InvestorPlace
1631,2024-04-28,"Better Dividend Stock: AbbVie or Johnson & Johnson? - The Motley Fool | J&J-Partnered Addex Fails Phase II Epilepsy Study, Mulls Future of Candidate - BioSpace | Weekly Recap: Renfrew Buys Beautycounter, Top Growing Skincare Brands, J&J’s Talc Lawsuit & More - Beauty Packaging | J&J, Bristol Myers lose challenges to US drug price negotiation program - Reuters.com | Johnson & Johnson and Spinoff Kenvue Ordered to Pay US$45 Million in Talc Cancer Case - GlobalCosmeticsNews"
1632,2024-04-29,"Why Is Addex Therapeutics Stock Nosediving On Monday? - Addex Therapeutics (NASDAQ:ADXN) - Benzinga | Bristol Myers, Johnson & Johnson plot appeal after US judge dismisses IRA lawsuits - FiercePharma | J&J-Partnered Addex Fails Phase II Epilepsy Study, Mulls Future of Candidate - BioSpace | Judge tosses Medicare drug negotiation challenges from Bristol Myers Squibb, Johnson & Johnson - The Hill | Johnson & Johnson, Kenvue Hit With $45 Million Talc Judgment - DrugWatch.com"
1633,2024-04-30,"Johnson & Johnson to pay $6.5 billion to resolve nearly all talc ovarian cancer lawsuits in U.S. - CNBC | 5 things we now know about bladder cancer - Johnson & Johnson | Health Minister, Johnson & Johnson explore collaborative opportunities at Qatar Goals 2024 - Daily News Egypt | Johnson & Johnson Has a New Plan to Settle Talc Bankruptcy - Barron's | Johnson & Johnson’s latest gambit to solve its massive talcum powder asbestos issue: A $6.5 billion settlement, paid out over 25 years - Fortune"
1634,2024-05-01,Johnson & Johnson to pay $6.5 billion to resolve nearly all talc ovarian cancer lawsuits in U.S. - CNBC | Johnson & Johnson Proposes $6.48 Billion Settlement To Resolve Talc Lawsuits - DrugWatch.com | Johnson & Johnson proposes $6.5bn settlement of talc cancer lawsuits - The Guardian | Johnson & Johnson offers to pay $6.5 billion to settle talc ovarian cancer lawsuits - CBS News | Johnson & Johnson Launches $6.48B Bankruptcy Plan to Resolve Talc Lawsuits - Law.com
1635,2024-05-02,"Johnson & Johnson Proposes $6.48 Billion Settlement To Resolve Talc Lawsuits - DrugWatch.com | Janssen to adopt Johnson & Johnson brand in UK - Medical Dialogues | Pharma Stock Roundup: LLY, NVO, PFE Q1 Results, JNJ's New Plan to Resolve Talc Claims - Yahoo Finance | “I couldn’t speak, walk or sit.” Inside a rare autoimmune disease that attacks the muscles - Johnson & Johnson | The Robotic Surgeon Will See You Now - Investor's Business Daily"
1636,2024-05-03,"Pharma R&D spend and performance: an inconsistent relationship - Drug Discovery & Development | Thousands Believe Covid Vaccines Harmed Them. Is Anyone Listening? - The New York Times | J&J To Acquire Shockwave Medical For $13.1B - Contract Pharma | TAR-200 Monotherapy Has 82.8% Complete Response Rate in BCG-Unresponsive HR-NMIBC - AJMC.com Managed Markets Network | “I couldn’t speak, walk or sit.” Inside a rare autoimmune disease that attacks the muscles - Johnson & Johnson"
1637,2024-05-04,Pharma giant adds Israel to list of Middle East markets after omission raises questions - Fox Business | J&J To Acquire Shockwave Medical For $13.1B - Contract Pharma | Thousands Believe Covid Vaccines Harmed Them. Is Anyone Listening? - The New York Times | Pharma R&D spend and performance: an inconsistent relationship - Drug Discovery & Development | TAR-200 Monotherapy Has 82.8% Complete Response Rate in BCG-Unresponsive HR-NMIBC - AJMC.com Managed Markets Network
1638,2024-05-05,J&J’s ‘Pretzel’ Drug-Device Combo Scores in Mid-Stage Bladder Cancer Study - BioSpace | Pharma giant adds Israel to list of Middle East markets after omission raises questions - Fox Business | Janssen-Cilag seeks European approval for guselkumab in ulcerative colitis and Crohn’s disease treatment - News-Medical.Net | Portfolios for dividend investors to consider - The Globe and Mail
1639,2024-05-06,"Kenvue maps out hundreds of layoffs as service pact with J&J winds down - FiercePharma | Tylenol maker Kenvue to cut 4% jobs, beats quarterly profit estimates - Reuters.com | Time To Buy Johnson & Johnson? One Analyst Sees The Stock's Price Gaining Over 40% - Yahoo Finance | 2024 game changers - Irvine Standard | J&J’s ‘Pretzel’ Drug-Device Combo Scores in Mid-Stage Bladder Cancer Study - BioSpace"
1640,2024-05-07,J&J's Biosense Webster brings AI to its heart-mapping Carto 3 system - Fierce Biotech | Johnson & Johnson shares positive results for TAR-200 in high-risk bladder cancer - PMLiVE | Time To Buy Johnson & Johnson? One Analyst Sees The Stock's Price Gaining Over 40% - Yahoo Finance | Shockwave Medical Investor Challenges $13B Deal With J&J - Law360 | Kenvue maps out hundreds of layoffs as service pact with J&J winds down - FiercePharma
1641,2024-05-08,"Biotech Breakthroughs: 3 Stocks on the Verge of Revolutionizing Medicine - InvestorPlace | Johnson and Johnson baby powder class action - The Australian Women's Weekly | After Jury Returns $45M Verdict Against Johnson & Johnson, Dean Omar Opens New Talc Trial in Oregon - Law.com | How robots are helping personalize knee replacement surgery - Johnson & Johnson | J&J's Biosense Webster brings AI to its heart-mapping Carto 3 system - Fierce Biotech"
